titulo,empresa,fecha,descripcion,ubicacion,jornada,presencialidad,salario,beneficios,fecha_scrapeo,url,portal
Post-doctoral position in personalized cancer therapy in preclinical models guided by diffuse optics,The Institute of Photonic Sciences (ICFO),Publicado hace 12 días,"ICFO is offering a postdoctoral position to a well-qualified, highly motivated and dynamic young scientist who wishes to enhance his/her scientific career in a friendly and stimulating environment. The successful candidate will join the Medical Optics group led by Prof. Dr. Turgut Durduran to work in a multi-disciplinary project that merges physics, biology and nanotechnology. The project aims to validate and demonstrate the theranostic utility of using diffuse optical monitoring combined with plasmonic photothermal therapy (PPTT) for the treatment of solid tumors, and provide a tool for personalised oncological treatments. Research duties will include the validation in a preclinical mouse model of a comprehensive light-based theranostic platform, and obtain the physical and statistical models to develop the data-driven algorithms that will allow for dosimetry and therapy planning. Diffuse reflectance spectroscopy (DRS) and diffuse correlation spectroscopy (DCS) techniques will be used to monitor in vivo tumor physiology, nanoparticle accumulation and hemodynamics. Share this opening! Use the following URL: https://jobs.icfo.eu/?detail=727 Candidates must hold, at the time of contract initiation, an internationally-recognized Ph.D.-equivalent degree (or evidence of its completion in the nearest future) in Physics, Engineering or Biomedical Sciences. The candidates should have demonstrated experience in:  Biophotonics and optical spectroscopy Biomedical research. MATLAB and R programming, biostatistics, photon transport in tissue, optical instrumentation design, near-infrared spectroscopy  The accreditation as researcher in animal experimentation will be highly valued. ICFO is an equal opportunity employer. Candidates are selected exclusively on merit and potential on the basis of submitted application material. No restrictions related to disabilities, citizenship or gender apply to ICFO positions. ICFO abides by the principles of openness, efficiency, transparency, supportiveness, and international comparability as stated in the European Charter for Researchers and the European Code of Conduct for the Recruitment of Researchers. Salaries for ICFO Postdoctoral positions are assigned by the Selection Committee, based on experience and seniority of the applicant, as well as the assigned tasks and responsibilities within the group. Standard salaries range from a lower level aligned with national Ramon-y-Cajal fellowships to higher levels aligned with Marie Skłodowska-Curie individual fellowships. The contract is offered for a period of 3 years. Additionally, a family allowance is also available on request and after corresponding approval for people with family charges in the terms described in the corresponding policy. Suitable candidates are requested to submit:  Presentation letter with a declaration of interest, Curriculum Vitae, including contact details, The contact e-mail of two potential referees.  Candidates will be assessed as they apply and the call will remain open until the suitable candidate is identified. Candidates may contact jobs@icfo.eu for formal enquiries regarding the application, as well as address scientific enquiries to Turgut.Durduran@icfo.eu. For update information about the hosting group, please visit https://www.icfo.eu/research-group/16/medical/home/437. For updated information about ICFO, please visit https://www.icfo.eu.  Until positions are filled.","Castelldefels, Barcelona provincia",Autónomo,,,,2024-01-25,https://es.indeed.com/jobs?q=Data+Scientist&l=Espa%C3%B1a&start=180&vjk=2dfb482a9b7bdecb,indeed
Procurement Contract Specialist,Worley,Publicado hace 12 días,"Procurement Contract Specialist - MAD009V Company : Worley Primary Location : ESP-MRD-Madrid Job : Procurement Management Schedule : Full-time Employment Type : Employee Job Level : Experienced Job Posting : Jan 7, 2024 Unposting Date : Ongoing Reporting Manager Title : Procurement & Contracts Lead :  51,000 people. 49 countries. Over 120 office locations. We’re not just engineers. We’re a global team of data scientists, consultants, construction workers and innovators all working to create a better tomorrow. Every day, we help customers in energy, chemicals and resources get one step closer to solving our planet’s toughest issues. Climate change. The energy transition. Digital transformation. And how we can deliver a more sustainable world.? Whatever your ambition, there’s a path for you here. And there’s no barrier to your potential career success. For more information, visit Worley.com Accountabilities Creation and tracking of the Contracts requisition index. Gathering all necessary documentation to go out to RFQ. Bidding and contract negotiation and awarding. Elaboration of legal contract and its registration in SAP system. Follow-up of certifications and payments in coordination with project, construction and invoicing. Academic Background A relevant tertiary educational qualification, preferably in engineering, procurement/business administration or related field. Languages Ability to communicate effectively in written and spoken English and Spanish. Experience Proven relevant experience performing the assigned tasks. Previous experience working in EPC projects. Pervious experience working in the oil & gas sector. Technical Knowledge Proficient in use of computers and commonly-used business software, including data base management tools. Soft Skills Proficiently communicate ideas and concepts, developing the ability to persuade and influence others as needed. Additional Information Participate in Company Knowledge Management, learning and other tools provided from time to time to facilitate improved performance of assigned functions. Participate in training, company sponsored and self-improvement Comply with the provisions and guidelines of the Quality Assurance systems relevant to the organization in which work is being performed. Responsible for active participation in the company's zero harm safety program and compliance with the company's code of conduct What we offer you Providing an agile culture and challenging work opportunities results in a positive work environment. Our people enjoy competitive compensation packages and a fun, personal, collaborative and safe working environment. We value equal employment opportunity and are committed to promoting fairness, equality and diversity.  Our policy is to conduct background checks for all candidates who accept an offer of employment with us. If you have the passion and talent to keep up, it's time to test the limits of what you can become. Find your future with Worley.","Madrid, Madrid provincia",,,,,2024-01-25,https://es.indeed.com/jobs?q=Data+Scientist&l=Espa%C3%B1a&start=180&vjk=e36746b31b6fe5f8,indeed
Senior Regulatory Specialist,Abbott Laboratories,Publicado hace 12 días,"About Abbott At Abbott, we’re dedicated to helping people live more fully, in everything we do. We’re creating the future of healthcare through life-changing technologies and products that make you healthier and stronger, quickly identify when you have a medical need, and treat conditions to help you get back to doing what you love. With headquarters in north suburban Chicago, we serve people in more than 160 countries with leading medical devices, diagnostics, nutrition products and branded generic medicines. Our 115,000 colleagues are helping millions of people to live better and healthier, every day around the world. Abbott is a global healthcare leader, creating breakthrough science to improve people’s health. We’re always looking towards the future, anticipating changes in medical science and technology. Working at Abbott At Abbott, you can do work that matters, grow, and learn, care for yourself and family, be your true self and live a full life. You will have access to: Career development with an international company where you can grow the career you dream of. A company named one of the most admired companies in the world by Fortune. A company that is recognized as one of the best big companies to work for as well as a best place to work for diversity, working mothers, female executives, and scientists. The Opportunity This position works out of our Spain location in the Diabetes division. We’re focused on helping people with diabetes manage their health with life-changing products that provide accurate data to drive better-informed decisions. We’re revolutionizing the way people monitor their glucose levels with our new sensing technology. As a Senior Regulatory Specialist , you’ll be responsible for managing an efficient program to ensure that all regulatory activities for Abbott Diabetes Care products are achieved to an agreed schedule in EMEAP. Work with the Regulatory Affairs Manager to develop and implement strategies that will ensure the timely introduction of products onto the market. Coordinate and oversee preparation of complete and scientifically sound regulatory submissions. Lead interactions and discussions with internal and external stakeholders, including regulators, , Government Affairs and Legal to resolve issues arising during the regulatory submission process and post-market to ensure a timely approval process. What You’ll Do Formulate, develop and manage a program to enable all EMEAP registrations, when applicable, are completed efficiently and to an agreed schedule. Manage a roll out program for existing products and new launches. Work with the Regulatory Management team, Regulatory Affairs colleagues, and cross-functional team to develop and implement strategies that will ensure the timely introduction of products onto the international market. Manage the creation and development of Technical files and/or submission documentation for ADC devices in accordance with regulatory requirements, including MDR 2017/745 & IVDR 2017/746. Provide guidance to Regulatory colleagues in coordinating the preparation of regulatory submissions. Sample Requests and Label Copy: Manage a program to ensure efficient scheduling of all sample requests. Review baseline labelling & translations, marketing and training materials for regulatory compliance within EMEAP. Projects: Undertake specific projects as assigned by the line manager to the agreed timescales. General: Ensure that all documentation is correctly completed to a high standard of quality & clarity. Maintain awareness of regulations and guidelines governing the Company and communicate their impact to Global RA and AQR when appropriate. Advising in the interpretation and application of MD and IVD requirements, as well as the planning and implementation of new and updated regulations. Responsible for implementation of new requirements when required. Open and maintain regular communications with any contacts requiring any regulatory involvement. Responsible for maintaining the effectiveness of the Quality System at the site location in accordance with Abbott Corporate requirements and applicable regulations. Check and complete own training records/status in a timely manner and performs functions in a manner that is compliant with the training system. Adhere to all company policies and procedures and training requirements. Required Qualifications Educated to degree level or equivalent preferably in a Scientific discipline e.g. Chemistry, life Sciences, Biology. Experienced in Competent Authority and/or Notified Body regulatory submissions and notifications for in vitro diagnostic devices and/or medical devices. Experience of working within the requirements of ISO 13485, the Medical Devices Directive (93/42/EEC), Medical Device Regulation 2017/745, and/or the IVD Directive (98/79/EC), IVDR 2017/746. English proficiency level: upper intermediate. 3-4 Years of experience, both overall and any industry-specific experience needed Preferred Qualifications Knowledge of the regulatory environment, hands on experience in the registration of medical devices. Proven experience of working with Government regulatory stakeholders. Ability to establish excellent working relationships with regional and global internal stakeholders and navigate complex matrix environments. Strong communication skills (verbal and written. Other qualifications/certifications Follow your career aspirations to Abbott for diverse opportunities with a company that can help you build your future and live your best life. Abbott is an Equal Opportunity Employer, committed to employee diversity. Connect with us at www.abbott.com, on Facebook at www.facebook.com/Abbott and on Twitter @AbbottNews and @AbbottGlobal","Madrid, Madrid provincia",Jornada completa,,,,2024-01-25,https://es.indeed.com/jobs?q=Data+Scientist&l=Espa%C3%B1a&start=180&vjk=8ff4d1626bf359d9,indeed
Front-End Engineer (Growth Engineering),Proton,Publicado hace 12 días,"A better internet, where privacy is the default, is possible. Building this better internet might seem daunting or even unthinkable, but at Proton, this is what we do every day. Proton was founded in 2014 by a group of scientists who met at the European Organization for Nuclear Research (CERN). Our first product, Proton Mail, is now the world's largest encrypted email service. Subsequent Proton products, such as Proton VPN, Proton Calendar, and Proton Drive, give our users full control over how and with whom their data is shared. Today, Proton makes privacy universally accessible. Journalists from outlets like The Guardian and The New York Times, some of the world's largest organizations, and people in more than 180 countries have signed up for over 70 million accounts. Our diverse and dynamic team is made up of more than 400 members representing over 40 different nationalities. While we are based in Geneva, Switzerland, we have offices in Zurich, Prague, London, Vilnius, Skopje, Taipei, and many more employees working remotely around the world. Join one of Europe's fastest-growing companies to help us solve challenging problems and build new products that will reach hundreds of millions of people. We want to create more than just one of the world's most impactful tech companies; we want to create a new internet that serves the interests of all people. We need you, your voice, your ideas, and your ambition to make it happen. Purpose of the role As a member of the Growth Engineering team, you'll be responsible for bringing millions of new customers to our product ecosystem: Proton Mail, Proton Calendar, Proton Drive, and Proton VPN. You'll work closely with a small, dedicated team to build systems for acquisition, onboarding, activation, and engagement while creating great user experiences at scale. You'll help design experiments to discover and validate customer hypotheses, and develop fast, reliable services to drive engagement and keep our existing customers happy. As we scale, you'll have the opportunity to grow into a technical lead role, responsible for a team of engineers and the entire lifecycle of new projects. What you will do Join an existing team within Growth Engineering, working closely with teammates in order to design, build, test, and optimize our websites and web properties. Develop high-quality customer experiences on the web. Write readable, maintainable, tested, and well-documented code. Ensure that acceptance criteria and all parts of the technical design are correctly incorporated. Follow and promote engineering best practices. Take part in team activities, such as sprint ceremonies, code reviews, and pair programming. Share your unique knowledge and skills with the rest of the team. Job requirements 4+ years of experience using JavaScript and working on concepts such as asynchronous programming, closures, and ES6, at a minimum. 3+ years of experience using React. Professional experience building responsive websites. Experience using CSS frameworks such as Tailwind CSS. Proven proficiency with TypeScript. Experience using RESTful APIs. You test your own code using automated tests, writing unit tests at a minimum (e.g. using Jest, Chai, Mocha). Knowledge of what makes a website performant (e.g. caching, server-side rendering). You are product-minded and committed to building the best user experience. Ability to thrive in a dynamic, fast-paced, and collaborative environment. Bonus points for: Experience using Astro Knowledge of server-side technologies (e.g., PHP, Python, Golang, Node.Js) Experience working with headless CMS Knowledge of web accessibility best practices Experience using DevOps processes and practices (including CI/CD) Experience working in a distributed team  Why should you join Proton? Be part of a movement - Proton is not just a product or service but a community-driven movement united by a shared vision of online freedom. Our services are open source, audited, and supported by community contributions. We give back to our community by maintaining core encryption libraries and by supporting other organizations furthering the same goals as us. Proton is free, open source, neutral, independent, and community first, while remaining financially sustainable. Work with smart and dedicated people - Our team is diverse, collaborative, and tight-knit with people coming from all walks of life, including many of the world's top academic institutions and organizations, such as MIT, Harvard, Stanford, Caltech, Cambridge, and ETH. Join a strong brand - Our encrypted email service - Proton Mail - has grown to be a staple of online security and privacy. Proton has been featured in multiple popular television and film productions, such as Mr. Robot, Knives Out, Sounds of Metal, and more. Grow with us - We're one of Europe's fastest-growing startups, doubling in size every year. Our growth gives you limitless career and educational opportunities as well as the opportunity to work side-by-side with many world-leading experts in their fields. Have your voice heard - We value your opinion and encourage you to speak up and share your ideas and thoughts. At Proton, no problem is someone else's problem. We collectively strive to do the right thing and be the undisputed best in the world at everything we do. Benefits – these vary by location and type of contract but expect support on your vacation, parental leave, refreshment if working from the office, learning and development opportunities, equity for shared success, flexible working hours and hybrid model, company events and team building activities.  Proton does not accept unsolicited resumes from any sources other than directly from a candidate. Proton will not pay a fee for any placement resulting from the receipt of an unsolicited offer, even in a situation when the relevant candidate is employed by Proton.","Barcelona, Barcelona provincia",Jornada completa,Remoto híbrido,,,2024-01-25,https://es.indeed.com/jobs?q=Data+Scientist&l=Espa%C3%B1a&start=180&vjk=69b1ecc22ac0e3fd,indeed
2024 Applied Scientist Internship,Amazon EU SARL (Spain Branch) - C16,Publicado hace 12 días,"Enrolled in a PhD or Master's degree in Computer Science, Machine Learning, Engineering, Operations Research, Statistics or related fields Experience in any programming language such as Python, Java, C++, or similar scripting and programming languages This role is available across multiple locations in Spain (Barcelona, Madrid). Amazon Internships have start dates throughout the year and can vary in length from 3-6 months for full-time. Please note these are not remote internships.  Are you a MS or PhD student interested in a 2024 Internship in the field of Applied Sciences? Are you interested in machine learning, deep learning, automated reasoning, speech, robotics, computer vision, optimization, or quantum computing? If so, we want to hear from you! We are looking for scientists with interest in using a variety of domain expertise to invent, design and implement state-of-the-art solutions for never-before-solved problems.  At Amazon, you will grow into the high impact, visionary person you know you’re ready to be. Every day will be filled with developing new skills and achieving personal growth. How often can you say that your work changes the world? At Amazon, you’ll say it often. Join us and define tomorrow.  For more information on the Amazon Science community please visit the Science hub page: https://www.amazon.science/  For more information on the Amazon Science internship program in EMEA please visit this page: https://amazonscienceopportunitiesemea.splashthat.com/  Key job responsibilities As an Applied Science Intern, you will own the design and development of end-to-end systems. You’ll have the opportunity to write technical white papers, create technical roadmaps and drive production level projects that will support Amazon Science. You will work closely with Amazon scientists, and other science interns to develop solutions and deploy them into production. You will have the opportunity to design new algorithms, models, or other technical solutions whilst experiencing Amazon’s customer focused culture. The ideal scientist must have the ability to work with diverse groups of people and cross-functional teams to solve complex business problems  We are open to hiring candidates to work out of one of the following locations:  Barcelona, B, ESP | Madrid, M, ESP  Publications at top-tier peer-reviewed conferences or journals * Experience in design of experiments and statistical analysis Experience implementing algorithms using toolkits and self-developed code Experience in solving business problems through machine learning, data mining and statistical algorithms Familiar with the core undergraduate curriculum of computer science Technical fluency; comfort understanding and discussing architectural concepts and algorithms, schedule trade-offs and new opportunities with technical team members Excellent critical thinking skills, combined with the ability to present your beliefs clearly and compellingly in both verbal and written form Amazon values knowledge of Accessibility in relation to its products, devices, services, websites or environments, so as to be usable by people with disabilities Previous corporate work experience is not required Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice (https://www.amazon.jobs/en/privacy_page) to know more about how we collect, use and transfer the personal data of our candidates.","Madrid, Madrid provincia",,,,,2024-01-25,https://es.indeed.com/jobs?q=Data+Scientist&l=Espa%C3%B1a&start=180&vjk=f91a9bd97c8bfdc6,indeed
Electrochemical Lab Technician,CIC energiGUNE,Publicado hace 12 días,"JOB DESCRIPTION: We are looking for a candidate to join our Battery Post-Mortem Analysis and Ageing research group as an Electrochemical Lab Technician. Our team is at the forefront of cutting-edge research in ageing, Post-Mortem and safety of Electrochemical Energy Storage device and we are seeking a dedicated professional to contribute to our ongoing projects. Tasks: Conducting electrochemical experiments and tests to support ongoing research projects. Operating and maintaining a variety of laboratory equipment, including climate chamber, potentiostat (Biologic, Neware, Arbin and MACCOR), and EIS channels. Collaborating with researchers and scientists to design and execute experiments. Analyzing and interpreting experimental data accurately. Troubleshooting equipment and experimental issues as they arise. Ensuring compliance with safety protocols and laboratory procedures. Area: Electrochemical energy storage (EES) Research group: Battery Post-Mortem Analysis and Ageing WHAT WE OFFER: Temporary contract with professional development opportunities. Flexible working hours and with on-site work model with the option to eventually telework. Full access to cutting-edge laboratory facilities and characterization platforms. The incorporation to a top research center in Europe that makes high quality research and impactful contributions to the energy and sustainability fields. Professional and personal development: opportunity to attend seminars, international conferences, trainings, etc. Integrated, enthusiastic, international and multidisciplinary environment. A welcome program that offers help with finding accommodation and addresses other aspects to help you integrate into the local environment (such as free language courses, assistance with the administrative procedures, help with schools for children…). For more information: https://cicenergigune.com/en/work-with-us TO APPLY: All applicants are invited to submit their applications including a detailed curriculum vitae at this website. The selection process ends once a candidate is selected. CIC energiGUNE is committed to affirmative action, equal opportunity and the diversity of its workforce. DESCRIPTION OF THE INSTITUTION: WHO ARE WE? https://cicenergigune.com/en/who-are-we WHERE ARE WE? https://cicenergigune.com/en/welcome OUR FACILITIES: https://cicenergigune.com/en/platforms-facilities EES RESEARCH GROUPS: https://cicenergigune.com/en/electrochemical-storage-research-groups For more details on CIC energiGUNE's research activities please visit our website at http://www.cicenergigune.com.  Bachelor's degree in Chemistry, Chemical Engineering, Materials Science, or a related field. Proficiency in data analysis software and Microsoft Office. Strong attention to detail and excellent organizational skills. Ability to work collaboratively in a team environment. Good verbal and written communication skills in English. The following will be highly valued: Master's degree in a relevant field. Previous experience in a research laboratory setting. Familiarity with electrochemistry evaluation.","Vitoria-Gasteiz, Álava provincia",Contrato temporal,,,,2024-01-25,https://es.indeed.com/jobs?q=Data+Scientist&l=Espa%C3%B1a&start=180&vjk=e0242de895455fc8,indeed
Immunologist Senior Scientist,Almirall,Publicado hace 12 días,"Date: 18 Jan 2024 Location: SFEL - R&D SANT FELIU DE LLOBR, ES, ES - Spain Company: Almirall Mission The Almirall Research team in Sant Feliu de Llobregat (Barcelona) is strengthening its core experimental department and is looking for a talented Senior Scientist with experience in in vivo Inmunology. The team is enabling the small molecule and biologics pipeline from discovery up to preclinical development, and is co-responsible for delivery of high quality therapeutic drug candidates with a high potential for success in clinical development. Tasks and Responsibilities Key responsibilities include but are not limited to: Be the subject matter expert in drug discovery project teams for efficient in vivo hypothesis verification and elucidation Contribute to discovery and development projects for new therapies for skin diseases designing and conducting in vivo efficacy and PK/PD studies Develop new in vivo models in dermatological disease using best available technologies and equipment. Use state of the art immunology techniques to support isolation and ex vivo analysis of cells from animal tissues or human skin samples. Proactive engagement across our broad drug discovery activities in a highly cross-functional environment Write and or review technical and study reports Communicate and present scientific results and analysis at project team and governance meetings Ability to work in a matrixed, collaborative environment with shared resources and effectively communicate within and across teams. Take accountability and prioritize work according to team needs. Contribute to an enriching, positive and inclusive lab environment.  Education & Experience Ph.D. and 2+ years of experience or MSc. and 6+ years in a relevant scientific area with hands-on in vivo immunology experience in academic or industry environment EU license for designing procedures and projects on laboratory animal science or equivalent is a must Proven expertise in T cell biology with experience using mouse models, including high dimensional immunophenotyping and cell isolation techniques, is required. Proficiency with fluorescence microscopy and advanced imaging techniques is a plus Proficiency in mouse handling and dosing (intradermal, intralesional, topical intraperitoneal, subcutaneous, intravenous, and oral gavage) is a plus Demonstrated ability to independently plan and conduct mouse studies Experience in developing and conducting syngeneic, xenograft, or humanized mouse models is a plus Excellent interpersonal and communication skills.Demonstrated proficiency in the use of software tools to support data analysis (e. g., Prism, FlowJo, Word, Excel, and Powerpoint) Ability to critically interpret and effectively present data Adaptability to shifting priorities and changing scientific questions. Excellent English skills (speaking and writting) is a must. Intermediate or higher level of Spanish is desired.  Values  Care: we listen & empathize, we value diverse perspectives & backgrounds and we help each other succeed. Courage: we challenge the status quo, we take full ownership and we learn from our success & failures Innovation: we put the patient and customer at the center, we create novel solutions and we empower entrepreneurial mindsets. Simplicity: we act decisively and avoid over-analysis, we understand why before we act and we are agile & keep things simple.","Sant Feliu de Llobregat, Barcelona provincia",Contrato temporal,,,,2024-01-25,https://es.indeed.com/jobs?q=Data+Scientist&l=Espa%C3%B1a&start=180&vjk=2863f3e30ba235c3,indeed
Senior Frontend Engineer,stayforlong,Publicado hace 12 días,"About the company  We are Stayforlong, and for us travel is not just a means to an end but a journey of extraordinary moments and remarkable discoveries.  As firm believers in the enriching power of prolonged stays, we are passionate about nurturing meaningful connections with the places our customers visit. We reward their commitment to the journey with progressively cheaper rates, encouraging them to immerse themselves in the very essence of each destination.  We were born in Barcelona out of the need to disrupt an industry dominated by big corporations dictating how we should travel.  Since 2015, our commitment has been to empower our customers to break free from the constraints of an oversaturated market. We strive to offer a fresh perspective, giving them, hoteliers and our partners, the flexibility, opportunities and choices they deserve.  About the team  At Stayforlong we are currently a team of 80 people working in a dynamic and collaborative environment where people have the opportunity to grow and develop professionally.  We strongly believe in equal opportunities for everyone, both in the workplace and beyond. We like to create spaces where everyone's ideas are equally valued and heard.  We started in a difficult business environment and have grown from there, which is why we admire nonconformists who fight against the odds, refuse to be intimidated, and help others along the way. With our digital DNA, we thrive on challenges, love to think outside the box, and move with the times.  Would you like to join us?  Job purpose: You will work with our product team to design, implement and evolve our products to become the preferred brand for travelers and accommodations all over the world and the best way to connect for both of them.  The Product and Development team at Stayforlong is a forward-thinking group of technical professionals, devoted to crafting innovative solutions and streamlining our platform to create the best user experience.  Our team consists of skilled product managers, developers, UX/UI designers, and data scientists. We take pride in leveraging our technical prowess, coupled with customer insights, to create and maintain a user-friendly and technologically superior platform. Our collective aim is to evolve our product continually, ensuring it stands out in the competitive travel market.  Our team boasts a dynamic environment, fueled by ingenuity and a relentless pursuit of excellence. We believe in fostering a culture of knowledge sharing and encourage constant learning to keep up with the latest technological trends. Our diverse skill sets contribute to a creative hotbed, producing breakthrough ideas. We value the opportunity to grow together, celebrating each milestone as we traverse this exciting journey.  Main job responsibilities are: Build the frontend for a web-based product in an Agile environment. Connect web applications with backend services. Ensure the reliability of the application by writing unit tests, and E2E tests. Use monitoring tools to resolve all kinds of problems related to performance, responsiveness, etc. Support and help the rest of the team identify and groom requirements. What you need to have: Relevant experience in similar roles building technically complex frontends in JavaScript (ES6), CSS, and HTML. More than three years of experience with React framework (or similar), Redux, and NextJS. Experience with CSS and Styled Components. Comfortable with testing libraries such as Jest, React Testing Library, etc. Sound knowledge of RESTful APIs and the HTTP protocol. Valuable: Experience with Node.js and Express. Experience with TypeScript, Flow, or similar. Knowledge of Cypress, PLaywright, or Puppeteer. Experience working as part of a remote team. Working knowledge of build tools such as Webpack, Babel, etc. Our tech stack: Our customer-facing app is built with Next. Backend services are written with Golang, PHP7, and Python. Backend services leverage Redis, Elasticsearch, and MySQL. Communication flows through JSON APIs, gRPC, Protobuf, and Kafka. We monitor our systems with Datadog, Graylog. Operations are performed on top of Docker, Ansible, Jenkins, Slack, and Git. Everything runs on AWS. What we offer: Permanent contract. Immediate incorporation. Full-time. Flexible schedule. Possibility to work from home. Office located in the center of the city (Barcelona). Flexible remuneration: You will be able to include a restaurant card, transport card, kindergarten check, health insurance, and training. Taking part in a multicultural company. Excellent work environment Sign up for our job offer and discover what we can achieve together. We wanna meet you!",Teletrabajo,,,,['Teletrabajo opcional'],2024-01-25,https://es.indeed.com/jobs?q=Data+Scientist&l=Espa%C3%B1a&start=180&vjk=f0a89dcd3a7b6e8d,indeed
Director of Platform Engineering,Stenn,Publicado hace 12 días,"Stenn is one of the leading FinTechs in Europe and a category leader in the verticals and markets it operates in. Founded in 2015, Stenn's purpose is to connect international SMEs to the global financial system, helping to bridge a reported $3.6 trillion (USD) financing gap through a fast, simple online platform. To date, Stenn has enabled over $18 billion (USD) of finance to SMEs in 3 verticals and 4 markets, with capital provided by several blue-chip banks and institutional fund managers across the globe. Rapid expansion continues at Stenn, as under-served SMEs seek financing solutions to manage significant macroeconomic and supply chain disruption; and this follows our $50 million Series A fundraise in 2022, valuing Stenn at $900 million. Our HQ is in London with employees across the globe, including the USA, Europe and China. We are made up of diverse, highly skilled professionals who work in an innovative way to develop and drive our business further. Our people are empowered to work autonomously through a trusting leadership style which encourages learning. Stenn are looking for a Director of Platform Engineering. Could this be you?  You probably want to know what's involved?  Your mission involves crafting a visionary platform architecture, guiding a team of talented engineers, and setting a standard for excellence in fintech solutions. As a vital leader in our company, your role extends beyond technology; you'll attract and cultivate top engineering talent, driving our growth and reinforcing our position as a fintech leader.  We're looking for someone who combines technical expertise with a passion for fintech innovation. If you're ready to impact the fintech landscape and propel our platforms forward, we welcome you to apply for this exciting opportunity.  You will be responsible for:  As an Engineering Director, you'll be in charge of shaping the future of our platform teams You will support the team on interesting and highly complex challenges around devops, cloud management, deployment, scalability and high availability. You will be responsible for leading the team through technical scoping and capacity planning Define the long term vision and strategy of the team and collaborate with partner teams to build strong cross organisational team relationships Play a strong role in improving processes and introducing best practices not only for your immediate team but across the entire engineering team in close collaboration with other members of Senior Tech Leadership Where necessary provide technical leadership through architecture, design and code reviews Manage a team of engineers, providing career guidance, coaching, regular feedback and performance reviews Collaborate with product managers, researchers, data scientists and other engineers to best drive your product and team  How do you know if you are the right candidate?  You will have strong experience managing and growing a cross functional team, familiarity with the software development lifecycle and CI/CD best practices, demonstrable experience with architectural design of complex systems and strong understanding of how to scale product teams and resource planning. We are looking for someone with a strong communication & collaboration skills to adapt to our highly collaborative environment and a 'product focus & mindset' - you have a relentless appetite to work with product teams, drive user impact and champion a customer-focus within the team.  Our Tech stack  Backend: Most of our services use .Net Core 6. Some of them use .Net 5 NServiceBus Azure SQL Server WebApi EF Azure Kubernetes  Frontend: TypeScript React Wasm (internal tools) We appreciate the support recruitment agencies can provide, however our in-house team do not require any 3rd party assistance at this time. At Stenn, we believe that every team member deserves to feel like they belong. We foster a culture of inclusivity, respect, and collaboration where everyone's unique perspectives are valued. Join us and be part of a team where you can thrive and grow, both professionally and personally.","Barcelona, Barcelona provincia",Contrato indefinido,,,,2024-01-25,https://es.indeed.com/jobs?q=Data+Scientist&l=Espa%C3%B1a&start=180&vjk=159648b87e8ed704,indeed
Digital Analytics E-Commerce Trainee,"Radisson Hotel Group, Madrid Office- Marketing & Digital",Publicado hace 12 días,"DESCRIPTION THE JOB: In the role of Digital Analytics E-commerce Trainee, you will work together with the E-commerce team who are subject matter of experts which will allow you to grow RHG but also yourself to a Digital Analytics E-commerce professional. You will be supporting the E-commerce team with day-to-day activities. During this internship, you will also develop and use your digital and data analytics skills to help grow the traffic and revenue for various hotel brands that the Radisson Hotel Group operates across EMEA and APAC. In this role you will work along with other data analysts and data scientist. Motivation, drive and general interest in Digital marketing & Data are a must and a general interest in the travel industry is beneficial.  DURATION: 6 months  KEY RESPONSIBILITIES: Assist the Digital Analytics lead with the day-to-day E-commerce operations Support on reporting, creating Adobe Analytics dashboards and develop projects related with digital and advanced data analytics. Leveraging Google Cloud Platform for the automatization of reports combining different data sources and build a complete view of campaigns and activities. Analyse data and discuss together with the channel leads how to grow visitors using our digital channels. Support the E-commerce Director on project management and various tasks.  A SUCCESSFUL TRAINEE: You are enrolled in a school program (internship contract required) You have experience & knowledge with Data Analytics and basic knowledge of Digital Marketing, SQL and Databases. You are very motivated & eager to learn You like to get insights analysing data from different sources. You are studying a master related with Digital/Data Analytics. You are good with data and quantitative analysis You are familiar with Microsoft office, specifically Excel Open to play an active role within the Trainee Scheme here at Radisson CSO INDEXECINDUS","28014 Madrid, Madrid provincia",,,,,2024-01-25,https://es.indeed.com/jobs?q=Data+Scientist&l=Espa%C3%B1a&start=180&vjk=a35058c990b0fac1,indeed
