titulo,empresa,fecha,herramientas,descripcion,ubicacion,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
Arquitecto/a de Seguridad,Digital Talent Agency,2024-01-17,"['Arquitecto Sistemas', 'Ingeniero de Seguridad']","¿CÓMO ES EL PROYECTO?Trabajarás comoArquitecto/a de Seguridaden un proyecto del sector bancario.¿CÓMO SERÁ TU DÍA A DÍA?Análisis de riesgos de seguridad o definición de arquitecturas de seguridad.Diseño de arquitecturas de seguridad desde un punto de vista funcional y técnico.¿QUÉ TE HARÁ TRIUNFAR?Experiencia en análisis de riesgos de seguridad o definición de arquitecturas de seguridad.Experiencia en diseño de arquitecturas de seguridad desde un punto de vista funcional y técnico.Conocimiento de estándares como ISO, OWASP, NIST o similares.Conocimiento de las principales metodologías de análisis y gestión de riesgos tecnológicos.Visión global de seguridad y riesgo tecnológico desde un punto de vista funcional y técnico.Amplia experiencia en proyectos y en tecnologías de la información.¿QUÉ OFRECEMOS?Modalidad de trabajo híbrido, 60% teletrabajo, 40% en las oficinas de Las Tablas (Madrid).Posición estable, indefinida y de larga duración.Salario competitivo según experiencia aportada.Oportunidades de formación en tecnologías punteras (Open Webinars).Clases de inglés con diferentes niveles, adaptadas a ti, con profesora/es nativ@s.Certificaciones pagadas en las últimas tendencias.Amplio abanico de retos y proyectos.Acceso a beneficios fiscales gracias a nuestro plan de Retribución Flexible (ticket restaurante, transporte, guardería y formación).Portal con descuentos en multitud de marcas y servicios.Finalizar el contrato siempre es la última opción, buscamos entre la multitud de proyectos que tenemos otro que pueda interesarte.Seguimiento personalizado gracias al acompañamiento de nuestra figura de People Partner y un Business Manager.Trato cercano y seguimiento: vas a estar en constante comunicación con nosotros para saber cómo avanza el proyecto.¡DA EL PASO PARA COMENZAR TU NUEVA ETAPA PROFESIONAL!","Madrid, España",> 5 años experiencia,Indefinido,42.000 - 48.000,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/arquitecto-seguridad/62669,ticjob
Senior Software Engineer C++/Java (Cliente Final),Digital Talent Agency,2024-01-17,"['Backend', 'Programador', 'Analista-Programador', 'SQL', 'Java', 'Version Control System (VCS)', 'SonarQube', 'SVN', 'Windows Server', 'C / C++', 'Linux']","¿CÓMO ES EL PROYECTO?Trabajarás comoSenior Software Backend Engineer con C++/Javaen un gran proyecto de uno de nuestros clientes líderes en construcción de sistemas inteligentes de tráfico y túneles, ciudades inteligentes, medio ambiente y eficiencia energética y en todo tipo de procesos industriales.¿CÓMO SERÁ TU DÍA A DÍA?Desarrollos Backend con C++/Java.Desarrollo sobre aplicaciones en Windows y Linux.Testing unitario y test de integración.Análisis y diagnóstico de problemas.Análisis de código estático (SonarQube).Técnicas DevOps.¿QUÉ TE HARÁ TRIUNFAR?Formación en Ingeniería Informática o similar.+4 años de experiencia en desarrollo con C++/Java.Experiencia en testing unitario y de integración.Experiencia en BBDD: SQL Server, Oracle, MySQLy PostgreSQLExperiencia analizando código y resolviendo problemas.Valorable experiencia con tecnologías DevOps.Muy valorable experiencia en sector industrial y sistemas distrbuidos.Inglés intermedio-alto, trabajarás en proyectos internacionales.¿QUÉ OFRECEMOS?Modalidad de trabajo híbrido al 50%.Oficinas ubicadas en Alcobendas (metro La Granja), bien comunicadas en transporte público y es fácil aparcar.Posición estable, indefinida y de larga duración.Salario competitivo según experiencia aportada.Oportunidades de formación en tecnologías punteras (Open Webinars).Clases de inglés con diferentes niveles, adaptadas a ti, con profesora/es nativ@s.Certificaciones pagadas en las últimas tendencias.Amplio abanico de retos y proyectos.Acceso a beneficios fiscales gracias a nuestro plan de Retribución Flexible (ticket restaurante, transporte, guardería y formación).Portal con descuentos en multitud de marcas y servicios.Finalizar el contrato siempre es la última opción, buscamos entre la multitud de proyectos que tenemos otro que pueda interesarte.Seguimiento personalizado gracias al acompañamiento de nuestra figura de People Partner y un Business Manager.Trato cercano y seguimiento: vas a estar en constante comunicación con nosotros para saber cómo avanza el proyecto.¡DA EL PASO PARA COMENZAR TU NUEVA ETAPA PROFESIONAL!","Madrid, España",Experiencia de 2 a 10 años,Indefinido,42.000 - 48.000,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/senior-software-engineer-c-java-cliente-final/62668,ticjob
Developer MS Dynamics 365 (Madrid),Grupo Digital,2024-01-17,"['Programador', 'Consultor (Esp.)', 'CRM', 'MS Dynamics', 'CRM', 'ERP', 'JavaScript', 'SAP', 'HTML', '.NET', 'C#', 'CRM']","Description:Buscamos un Desarrollar Microsoft Dynamics para importante compañia del sector inmobiliario.Rol:Developer MS Dynamics 365 (Madrid)Funciones:Desarrollar, personalizar y mantener soluciones en Microsoft Dynamics (CRM y ERP).Colaborar con equipos funcionales para comprender los requisitos comerciales.Codificar scripts y personalizaciones según las especificaciones.Realizar pruebas y depuración de soluciones.Mantenerse actualizado sobre las actualizaciones y características de Microsoft DynamicsCondiciones Laborales:Preferente con ubicación en Madrid para trabajar en esquema híbrido.Se admiten candidatos en remoto pero se valora positivamente la posibilidad de ir algún día presencial a la oficinaMinimum requirements:Formación y conocimientos:Grado en informática, ingeniería o campo relacionado.Conocimiento de lenguajes como C#, JavaScript, o HTML.Certificaciones de Microsoft Dynamics son un plus.Experiencia:Experiencia en desarrollo en Microsoft Dynamics CRM y/o ERP.Conocimiento de buenas prácticas de desarrollo.Actitudes / Habilidades:Habilidades de resolución de problemas.Capacidad para trabajar en equipo y comunicarse eficazmente.Atención al detalle y capacidad de aprendizaje continuoen cuanto a nosotros Grupo DigitalSomos un grupo de empresas tecnológicas, formado actualmente por unos 200 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría...amplia informacion en la web www.grupodigital.eu","Madrid, Madrid, Comunidad de Madrid, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/developer-ms-dynamics-365-madrid/62667,ticjob
Administrador/a  de Sistemas Linux,Serem,2024-01-17,"['Admin. / Ingeniero de Sistemas', 'Linux', 'Red Hat']","¿Buscas nuevas oportunidades? ¡Envíanos tu currículum y descubre el camino hacia el éxito! ¡Visita nuestro enlace de empleo en: [https://www.serem.com/language/es/empleo/envianos-tu-curriculum/] y comienza a construir tu futuro con nosotros!En SEREM estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector. Nos encontramos en búsqueda activa de un/a Administrador/a de sistemas Linuxcon experiencia en definición de arquitectura de producto y despliegue de los mismospara trabajar preferiblemente en Tenerife.Rol:Administrador/a de Sistemas LinuxRequisitos mínimos (Imprescindibles)Experiencia de al menos tres años en puesto similar como Administrador Linux Red Hat.Conocimientos y experiencia en Azure.Inglés escrito y hablado B2.Preferiblemente residencia en Tenerife (se valorarán otras provincias)Funciones:Configuraciones del SO, resolución de incidencias varias relacionados con el SO Redhat y las aplicaciones contenidas (jboss, apache, oracle, cybereason, qualys, DLP, ubroker (Stonebranch), control-m, tsm, pandora, azure-monitor, dynatrace ...)Participación en sesiones de Troubleshooting del MIMAdministración de usuarios y permisos locales, securización y hardening de SO, servicios y aplicativos.Administración avanzada de sistemas de archivos, LVM, y configuración de almacenamiento en red (NFS, iSCSI).Integración con LDAP, Active Directory, y configuración de servicios de autenticación y autorización.Parcheos de seguridad de los SO y actualizaciones. Gestión de paquetes y repositorios. Gestión de Vulnerabilidades reportadas por QualysMantenimiento y actualización de aplicaciones de terceros bajo entornos Linux.Configuración, gestión y mantenimiento de servidores virtualizados.Automatizaciones de trabajos repetitivos con Ansible, Puppet como herramienta preferente para automatizar tareas.Despliegue, mantenimiento y gestión de infraestructura desplegada como código vía Terraform en Azure.Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector TI.","Santa Cruz de Tenerife, España",Experiencia de 2 a 5 años,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/administrador-sistemas-linux/62666,ticjob
Scrum Master (Inglés Alto) (Madrid),Grupo Digital,2024-01-17,"['Scrum Master', 'Agile Coach', 'Scrum', 'Less', 'CSS / CSS3', 'Metodologías', 'Agile']","Description:Desde Grupo Digital, buscamos incorporar Scrum Master con nivel alto de inglés.Rol:Scrum Master (Inglés Alto) (Madrid)Condiciones Laborales:Tipo de proyecto: Estable.Ubicación: Madrid y/o GranadaModalidad de trabajo: híbrido (2 días oficina - 3 remoto)Tipo de jornada: Completa.Minimum requirements:Mínimo tres (3) años de experiencia como Scrum Master.Background tecnológico.Inglés: medio - avanzado (mínimo B2).Valorable:Conocimiento o experiencia con marcos agile escalado (SAFe, Less, Spotify)Experiencia trabajando con DevOps.Conocimiento previo como Agile Coach.Grupo DigitalSomos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría... Si quieres impulsar tu carrera con un proyecto único de la mano de una multinacional de primerísimo nivel, no dudes en presentar tu candidatura. ¡Te esperamos!","Madrid, Madrid, Comunidad de Madrid, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/scrum-master-ingles-alto-madrid/62665,ticjob
Helpdesk 24x7 con Inglés,Digital Talent Agency,2024-01-17,"['Soporte / Helpdesk', 'Unix', 'HP-UX', '.NET', 'Apache', 'Oracle', 'Linux', 'Windows', 'MySQL']","El ProyectoBuscamos a unHelpdesk 24x7con un mínimo de 1 año, para un importante proyecto presencial en Sant Boi de Llobregat.¿Qué necesitamos de ti?Nivel avanzado en HP Openview.Nivel básico de Oracle, Apache for Unix, BMC Control, Linux, MySQL, Windows, etc.Nivel de inglés muy avanzado (B2 - C1).Condiciones:Contratación indefinida.Horario rotativo de mañanas, tardes y noches.Posición presencial en Sant Boi de Llobregat y teletrabajo en turnos de noche.Salario competitivo.¿Beneficios?Desarrollo profesional en una empresa de software con origen alemán que trabaja en proyectos altamente innovadores y multidisciplinares (software, ingeniería, telecomunicaciones, dispositivos embebidos, aplicaciones móviles).Participar en un proyecto de larga duración delsector industria.Oficinas en diferentes puntos de España como Barcelona, Madrid, Reus, etc.Plan de retribución flexible, seguro médico privado.Desde el inicio se proporciona portátil exclusivo.Remuneración según experiencia profesional y conocimientos.","08830 Sant Boi de Llobregat, Barcelona, Espanya",<6 meses experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/helpdesk-24x7-con-ingles/61514,ticjob
Desarrollador/a Java - Spring,Digital Talent Agency,2024-01-17,"['Backend', 'Programador', 'Java', 'Spring']","Buscamos un DESARROLLADOR/A JAVA con al menos 2 años de experiencia trabajando en funciones relacionadas.¿QUÉ TE HARÁ TRIUNFAR?Desarrollo en tecnología Java J2EE y Spring.Conocimientos de C para conectar la capa Java de la aplicación con los drivers de los dispositivos de las máquinas Autoventa.Desarrollo de las distintas capas de la aplicación VAN con la arquitectura propia de la aplicación.UBICACIÓN: 100% presencial en San Fernando de Henares (Madrid).¿POR QUÉ ELEGIRNOS? ¡Esto es lo que te ofrecemos!Te ofrecemos distintas oportunidades de formación y amplio abanico de retos y proyectos acordes con tus objetivos personales y profesionales: revisión salarial, crecimiento vertical y horizontal. ¡Trabajamos en proyectos retadores!Tenemos distintas oportunidades que ofrecerte! Finalizar tu contrato con nosotros siempre va a ser la última opción, vamos a buscar proyectos para ti según tus necesidades y preferenciasFlexibilidad horaria para poder conciliar vida laboral y personal.Seguimiento personalizado gracias al acompañamiento de nuestra figura de People Partner, y nuestro Business Manager, que siempre van a estar conectados contigo para lo que necesites!Formarás parte de una empresa responsable y comprometida con la igualdad de oportunidades.Trato cercano y seguimiento continuo durante todo el proceso de selección: vas a estar en constante comunicación con nosotros sobre cómo avanza tu candidatura, así como en contacto sobre posibles oportunidades que se adapten a lo que buscas a nivel laboralOfrecemos proyectos completamente estables y de larga duración, en los que podrás desarrollarte profesionalmente y apoyarte en los profesionales que actualmente colaboran en ellos.Proyectos a la carta, podrás valorar el que más se ajuste a tus preferencias a nivel laboral y que puedan encajar en tus búsquedas.Salario competitivo, siempre acorde a las competencias que aportes según tu experiencia.Acceso a beneficios fiscales gracias a nuestro plan de Retribución Flexible (ticket restaurante, ticket transporte, cheque guardería y formación).Nos adaptamos a tus preferencias, tenemos proyectos en modalidad remoto 100%, híbrido o incluso presencial si quieres interactuar de manera presencial con tus compañeros!En Digital Talent Agency te ofrecemos desarrollar proyectos en empresas destacadas del sector tecnológico, poniendo foco en tu desarrollo profesional, qué te gusta, cómo eres y con qué tipo de proyectos te sientes motivado.","Madrid, España",> 6 meses experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/desarrollador-java-spring/62661,ticjob
Arquitecto de Datos en Entorno Azure y Databricks (Madrid),Grupo Digital,2024-01-17,"['Arquitecto Base de Datos', 'Microsoft Azure', 'SQL', 'Virtualización', 'Tecnologías Cloud', 'Gestores de BD (SGBD)', 'Kubernetes', 'SQL Server']","Description:Desde Grupo Digital, buscamos incorporar un perfil de Data Architect para un proyecto estable.Localización y modalidad: Preferente con ubicación en Madrid para trabajar en esquema híbrido (se admiten candidatos en remoto pero se valora positivamente la posibilidad de ir algún día presencial a la oficina zona La Vaguada).Funciones: Buscamos un Arquitecto de Datos con al menos 5 años de experiencia en entorno Azure de Microsoft y Databricks, con habilidades en todos los componentes, productos y servicios asociados a Data. Las responsabilidades incluyen:1. Recomendar y aplicar las best-practices en la plataforma de datos, basado en la experiencia y roadmap de productos y servicios en Azure y Databricks.2. Analizar, diseñar e implementar componentes asociados a data gathering e integration, data repository, data modeling, data pipelines, data orchestration, data security, data quality, data lineage, data catalog, ML&AI, DataOps, MLOps y FinOps en entornos Data.Rol:Arquitecto de Datos en Entorno Azure y Databricks (Madrid)Perfil:Requisitos Indispensables:Experiencia sólida en Azure, incluyendo Data Factory, Azure Functions, Azure Blob Storage, Azure Data Lake, Azure SQL Server, Synapse, Power BI, Pureview, DevOps, DataFlow, etc.Experiencia demostrable en Databricks sobre entorno Azure.Experiencia en PySpark, SQL, FTP.Requisitos Deseables:Conocimientos en Virtual Machines, Azure Kubernetes Services, Azure Logic Apps, Azure PowerAutomate, Azure Event Grid, Azure CosmosDB.Conocimientos y/o experiencia en FinOps.Conocimientos y/o experiencia en Data Observability y/o Data Quality.Sobre nosotros:Grupo DigitalSomos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría... Si quieres impulsar tu carrera con un proyecto único de la mano de una multinacional de primerísimo nivel, no dudes en presentar tu candidatura.¡Esperamos contar contigo en nuestro equipo!","Madrid, Madrid, Comunidad de Madrid, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/arquitecto-datos-entorno-azure-databricks-madrid/62659,ticjob
Project Manager CRM (Madrid),Grupo Digital,2024-01-17,"['Jefe de Proyecto', 'Soporte / Helpdesk', 'CRM', 'PMP', 'Metodologías', 'MS Dynamics', 'CRM', 'ERP', 'SAP', 'CRM', 'Salesforce']","Description:Desde Grupo Digital, estamos en búsqueda de un/a Project Manager CRM.Rol:Project Manager CRM (Madrid)Condiciones Laborales:Duración proyecto: Estable.Ubicación: Madrid. Zona Barrio del Pilar.Modalidad de trabajo: Híbrida.Funciones:Liderar proyectos de implementación y optimización de sistemas CRM.Colaborar con equipos técnicos y de negocio para definir estrategias y requisitos de CRM.Supervisar el ciclo de vida de los proyectos, desde la planificación hasta la entrega.Coordinar las actividades de capacitación y soporte post-implementación.Garantizar la satisfacción del cliente y el logro de los objetivos del proyecto.Gestionar el presupuesto y los recursos del proyecto.Comunicar el progreso y los desafíos a las partes interesadasFormación y conocimientos:Título universitario en gestión de proyectos, informática o campo relacionado.Conocimiento sólido de sistemas CRM (por ejemplo, Salesforce, Microsoft Dynamics, HubSpot).Certificación en gestión de proyectos (por ejemplo, PMP).Experiencia:Al menos de tres (3) años de experiencia en gestión de proyectos deCRM.Experiencia en la gestión de equipos interdisciplinarios.Muy valorable experiencia en el sector inmobiliario.Valorable conocimientosERPPrinex RE.Grupo DigitalSomos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría... Si quieres impulsar tu carrera con un proyecto único de la mano de una multinacional de primerísimo nivel, no dudes en presentar tu candidatura. ¡Te esperamos!","Madrid, Madrid, Comunidad de Madrid, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/project-manager-crm-madrid/62657,ticjob
QA Tester,Sopra Steria ,2024-01-17,"['Esp. QA', 'QA tester', 'Java', 'Metodologías', 'Agile']","FuncionesEn Sopra Steria trabajamos para hacer posible la transformación digital de nuestros clientes y para conseguirlo necesitamos seguir creciendo y sumando gracias a personas como tú.Nuestros empleados coinciden en el gran equipo y ambiente que formamos en Sopra Steria.Somos más de 47.000 personas trabajando en 26 países y nuestra misión es unir talento y tecnología, tratando de ayudarte a que encuentres un lugar en el que poder desarrollar todo tu potencial.¿Te atreves a crear el futuro?Para acompañarnos en este camino, estamos buscando, un/a Senior QA Engineer para colaborar en una de nuestras SQUADs involucrada en importante cliente bancario internacional.¡Atrévete a trabajar de una forma diferente y conócenos!Rol:QA TesterRequisitos:No buscamos la perfección, pero nos gustaría que tuvieras experiencia con:Experiencia demostrada como QA de al menos tres (3) años.Se valora experiencia en testeo de aplicaciones móviles.Se valora experiencia en herramientas de integración continua.Capacidad de leer código y realizar tests con JS y Java.Experiencia trabajando bajo metodologías Agile.Condiciones Laborales:Horario flexible de oficina, jornada intensiva en verano.Modelo de trabajo remoto.Se ofrece:Porque sabemos lo que necesitas...Facilidades para ti, para tu tiempo. ¡No todo va a ser trabajo!Participa en proyectos retadores. ¿Te animas a aprender algo nuevo?Crece con un programa de desarrollo continúo personalizado.Disfruta de nuestros Beneficios y accede al Plan de retribución flexible.Smart Sessions ¿Tienes algo que contarnos?","Madrid, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/qa-tester/62655,ticjob
Desarrollador/a Fullstack,Sopra Steria ,2024-01-17,"['Programador', 'Fullstack', 'Analista-Programador', 'Java', 'Angular', 'Spring']","FuncionesEn Sopra Steria trabajamos para hacer posible la transformación digital de nuestros clientes y para conseguirlo necesitamos seguir creciendo y sumando gracias a personas como tú.Con presencia en más de 25 países y con más de 45.000 colaboradores, nuestra misión es unir talento y proyectos, tratando de ayudarte a que encuentres un lugar en el que poder desarrollar todo tu potencial.¿Te atreves a crear el futuro?Para acompañarnos en este camino, estamos buscando, un/a programador/a Fullstack con Java y Microservicios en el back y en la parte front con Angular.¡Atrévete a trabajar de una forma diferente y conócenos!Rol:Desarrollador/a FullstackRequisitos:No buscamos la perfección, pero, nos gustaría que tuvieras...Experiencia en la parte Backend conJava, Spring Boot y Microservicios.Experiencia en la parte Frontend conAngular.Deseable conocimiento de Telco 3.0.Se ofrece:Porque sabemos lo que necesitas...Facilidades para ti, para tu tiempo. ¡No todo va a ser trabajo!Participa en proyectos retadores. ¿Te animas a aprender algo nuevo?Crece con un programa de desarrollo continúo personalizado.Disfruta de nuestros Beneficios y accede al Plan de retribución flexible.Smart Sessions ¿Tienes algo que contarnos?¡Atrévete a trabajar de una forma diferente y conócenos!","Madrid, España",> 6 meses experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/desarrollador-fullstack/62654,ticjob
QA Automation Tester Selenium con Francés,Sopra Steria ,2024-01-17,"['Esp. QA', 'QA tester']","FuncionesEn Sopra Steria trabajamos para hacer posible la transformación digital de nuestros clientes y para conseguirlo necesitamos seguir creciendo y sumando gracias a personas como tú.Si quieres trabajar en proyectos internacionales en francés en una multinacional con presencia en más de 30 países y con más de 47.000 colaboradores, ¡Sigue leyendo que tenemos mucho que contarte!Dentro del plan de expansión y crecimiento de nuestro Centro de Servicios, actualmente precisamos incorporar varios perfiles con buen nivel de francés para el equipo de testing. Seleccionamos para importantes proyectos internacionales en nuestras oficinas, un/a QA Automation Tester con Selenium con francés medio/alto.Rol:QA Automation Tester Selenium con FrancésRequisitos:Experiencia mínima de dos (2) años en Testing automatizado con Selenium.Nivel medio/alto de francés.Valorable experiencia en el sector bancario.Se ofrece:Porque sabemos lo que necesitas...Contrato indefinido.Facilidades para ti, para tu tiempo. ¡No todo va a ser trabajo!Participa en proyectos retadores. ¿Te animas a aprender algo nuevo?Crece con un programa de desarrollo continúo personalizado.Disfruta de nuestros Beneficios y accede al Plan de retribución flexible (equipos informáticos, transporte, formación, tickets guardería y seguro médico privado).Club del empleado con exclusivos descuentos y ventajas.Clases de idiomas.Smart Sessions ¿Tienes algo que contarnos?¡Y un ambiente de trabajo inmejorable!En Sopra Steria, apostamos por las personas, por la coherencia y sintonía en los valores básicos de esfuerzo y superación, con voluntad de permanencia a largo plazo. Por ello nuestro mayor activo es la profesionalidad de todos los que desarrollamos nuestra actividad en la compañía.¡Únete a nosotros, te esperamos!","['Valencia, España', ' Alicante (Alacant), Alicante, España', ' Castellón de la Plana, Castellón, España']",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/qa-automation-tester-selenium-frances/62653,ticjob
Fullstack Developer,REWE digital Spain,2024-01-17,"['Programador', 'Fullstack', 'Analista-Programador', 'Java', 'Maven', 'Angular', 'Virtualización', 'Docker']","For REWE digital Spain a subsidiary of REWE Group with headquarter at PTA in Málaga we´re looking for fullstack developers (m/f/d).What you´ll doDevelop and maintain web applications and service APIs for German retailer REWE Group.Design, programming, quality assurance and documentation of the code.Depending on the product environment, use the back- or front-end technologyCode responsible from the very beginning until production environment.Work closely together with a German product team located in Cologne using English language or with an onsite team in Spain.What you´ll bring:Degree in Computer Sciences or related field.Several years of experience in Java, Javascript and cloud technologies (eg. Kubernetes, Docker, Maven, Java 11+, Gitlab, Helm) implementing web applications or microservices in cloud environments.Detailed knowledge and experience in operating of private and public cloud applications.Practical experiences in software development and working in a development team.Good knowledge of open-source frameworks, e.g. Angular (rxjs/ngrx) or React, Spring Boot and Spring Core.TDD, especially JUnit 5 and Mockito or similar.Participation in the design of software architectures and the selection of technologies.Experience in development of REST APIs or comparable standard interface paradigms.Design and documentation of interfaces based on common methods, such as Swagger or OpenAPI.Interested or experienced in being part of agile teams.Excellent problem-solving skills.Starving to keep learning and touching new languages/frameworks.Strong verbal and written skills in English.Customer-focused attitude.Nice to haveExperience in Java backend technologies like Kafka, Hibernate/JDBC.Experience with Electron.Knowledge of German language.What we OfferREWE digital and her subsidiaries are the central solutions provider of the REWE Group when it comes to information and telecommunications systems.We plan, develop, configure and operate efficient systems and applications for the REWE Group - one of the leading trade and tourism groups in Germany and Europe with around 330,000 employees. Our over 1,000 IT specialists set standards for IT implementation in trade and develop new technologies for the industry. Currently, we manage more than 80 logistics centres, 100 wide area network cables and more than 23,000 local network connections for continuous data supply to the 26,000 scanner check-out desks in more than 7,500 stores.For us, the future is already part of our daily business. We are changing the digital world of the REWE Group and set new standards for the use of IT in retail every day.At REWE digital, you will find everything you expect from a modern IT company: Challenging tasks and exciting projects, new technologies and applications, open communication and flat hierarchies, space for your ideas and real teamwork. However, there is much more to discover. As part of the REWE Group, we offer you the security of a large corporation.Our Benefits:23 days paid vacation.hybrid work and flexible working time.Private health insurance.Ticket Restaurant.Possibility of further education.English/german courses available.international environment with steady growth, and more to come!If you are interested, please apply in English with your Salary expectations.Find your place at the Home of IT. Apply now!Every person is different. We appreciate that. We appreciate and embrace all aspects of diversity and differentness - in technology and tools, languages and software, cooperation and collaboration.","Málaga, España",> 2 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/fullstack-developer/62298,ticjob
Analista Programador/a Remedy (Remoto),Serem,2024-01-18,"['Analista-Programador', 'Remedy']","¿Buscas nuevas oportunidades? ¡Envíanos tu currículum y descubre el camino hacia el éxito!En SEREM estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector.Nos encontramos en la búsqueda de un/a analista programador/a BMC Remedy v7 con al menos tres años de experiencia para trabajar en modo remoto con alguna reunión puntual en las instalaciones del cliente en Madrid.Requisitos:Formación mínima: Ingeniería técnica.Experiencia de al menos tres-cinco años en puesto similar al ofertado.Experiencia en Desarrollo de pequeños evolutivos y mantenimiento correctivo con BMC Remedy v7, así como en atención de consultas o peticiones de usuarios finales.Imprescindible contar con disponibilidad para trabajar en modo remoto, con reuniones puntuales en oficina del cliente.Fomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.Somos una empresa española líder en servicios tecnológicos y atracción del talento presente en el mercado desde 1995. Contamos con más de 600 empleados en proyectos tanto nacionales como internacionales en sector TI.",España,Experiencia de 2 a 5 años,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/analista-programador-remedy-remoto/62509,ticjob
Técnico SAM (SAP Service and Asset Manager) (Barcelona) (Remoto),Grupo Digital,2024-01-17,"['Técnico de Sistemas', 'JavaScript', 'SAP', 'Abap']","Description:Desde Grupo Digital, estamos en búsqueda de un/a Técnico SAM (SAP Service and Asset Manager).Rol:Técnico SAM (SAP Service and Asset Manager) (Barcelona) (Remoto)Condiciones Laborales:Duración proyecto: Estable.Ubicación: Barcelona.Modalidad de trabajo: 100% remoto.Minimum requirements:Experiencia:Al menos tres (3) años de experiencia como Técnico SAM (SAP Service and Asset Manager).Conocimientos de JavaScript, aplicaciones móviles, MDK (Mobile Development Kit), BTP, o Data.Deseable conocimientos en SAP Abap.Grupo DigitalSomos un grupo de empresas tecnológicas, formado actualmente por unos 400 profesionales, en distintas áreas: desarrollo, sistemas, ingeniería automática, consultoría... Si quieres impulsar tu carrera con un proyecto único de la mano de una multinacional de primerísimo nivel, no dudes en presentar tu candidatura. ¡Te esperamos!","Barcelona, Barcelona, Catalunya, Espanya",> 5 años experiencia,Indefinido,,2024-01-31,https://ticjob.es/esp/busqueda/trabajo/tecnico-sam-sap-service-and-asset-manager-barcelona-remoto/62664,ticjob
