titulo,empresa,fecha,herramientas,descripcion,ubicacion,funciones,jornada,experiencia,tipo_contrato,salario,fecha_scrapeo,url,portal
Ingeniero Firmware (h/m/d),Michael Page,26/01/2024Nueva,"C, Firmware","Perfil buscado (Hombre/Mujer)El candidato debe contar con conocimientos para:Diseñar y desarrollar proyectos electrónicos como Ingeniero Firmware. Añadir funcionalidades a los productor.Conocimientos amplios en IoT.Conocimientos en protocolos de comunicación.• Crecimiento profesional con tecnología puntera.|Formarás parte de una empresa líder del sector IoTEl candidato idóneo contará con:Grado Superior en Electrónica y/o Ingeniería.Experiencia mínima en el sector de 4 años al menos. Valorable conocimientos de programación en C. En plena expansión internacional, buscan perfiles cualificados como Ingeniero Firmware para unirse a su equipo.Liderando el sector IoT.Al candidato se beneficiará:De una conciliación laboral y familiar valorada. Desarrollo profesional y personal en la empresa. Formará parte de un equipo internacional.Remuneración adecuada a sus conocimientos.",Zaragoza - España,Programador,Jornada completa,3-5 años,Indefinido,30.000 €-36.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/ingeniero-firmware-h-m-d-zaragoza/c-firmware/rf-2cec1206924fc3e1db45,tecnoempleo
Administrador/a de sistemas Windows,GMV,26/01/2024Nueva,"Windows Server, AD, WMWare","Si el único programa que se te resiste es el de la lavadora... ¡Tu sitio está con nosotros!Estamosampliando nuestros equipos en el sector defensa para asumir proyectos para elsostenimiento de Sistemas de Integración Global que pertenecen al sistema conjunto Santiago. Estos sistemas son aéreos, terrestres y navales y cuentan con sensores interconectados conradares y equipos de comunicación militares. El objetivo de este programa es lacaptación y emisiones electromagnéticas y de imágenes en las zonas de interésestratégico nacional. Nos gusta ir al grano, te vamos a contar lo que no está en la red. Si quieres saber más sobre nosotros, accede a la web de GMV.¿A QUÉ RETO TE VAS A ENFRENTAR?En nuestro equipo te encargarás de la instalación, administración y configuración de la infraestructura Windows de los sistemas, resolviendo las incidencias se puedan producir. ¿QUÉ NECESITAMOS EN NUESTRO EQUIPO?Para este puesto, estamosbuscando técnicos/as o graduados/as con formación e interés por:- Administración Windows Server (AD, DNS, GPOs, CA, IIS, NTFS).- Entornos Virtuales (Despliegue, HA, WMWare, VDI). - Conocimientos de comunicaciones (routers, switches y firewalls). - Troubleshooting de infraestructuras¿QUÉ TE OFRECEMOS?🕑 Horario flexible de entrada y salida, y jornada intensiva viernes y verano. 🚀 Desarrollo de plan de carrera personalizado,formación y ayuda para el aprendizaje de idiomas.🌍 Movilidad nacional e internacional. ¿Vienes de otro país? Te ofrecemos un relocation package. 💰 Retribución competitiva con revisionescontinuas, retribución flexible y descuento en marcas. 💪Programa Wellbeing: seguro médico,dental y de accidentes; fruta y café gratis, formación en salud física,mental y económica, y ¡mucho más!⚠️ En nuestros procesos de selecciónsiempre tendrás contacto telefónico y personal, presencial u online, connuestro equipo de talent acquisition. Además, jamás se solicitarántransferencias ni tarjetas bancarias.  Si contactan contigo siguiendo otroproceso, escribe a nuestro equipo a la dirección de correo privacy@gmv.com❤️Promovemos la igualdad de oportunidades en lacontratación comprometidos con la inclusión y la diversidad       ¿A QUE ESPERAS? ÚNETE",Madrid (Híbrido),Técnico de Sistemas,Jornada completa,3 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/administrador-sistemas-windows-hibrido/windows-server-ad-wmware/rf-77b41740d265e3091841,tecnoempleo
Data Project Manager - PageGroup SSC,Michael Page,26/01/2024Nueva,"Prince 2, PMP","Perfil buscado (Hombre/Mujer)To achieve project objectives through the management of the scoping, definition, planning, execution and closedown of projects within the BI & Data program, ensuring appropriate control of time, cost, quality, risk and on-going visibility and expectations.For each project assigned establishing, managing or executing of the following:• High-level definition of the projects agreed within the Insights program.• High-level definition of the deliverables agreed within the Insights program• Robust detailed project schedule and ongoing tracking and reporting as the plan is implemented• Relevant governance for the project ensuring stakeholders are updated regularly on progress and can make informed decisions.• Delivery activities of resources assigned to the project• Controlling of third parties´s deliverables within the scope of the project• Change management activities including stakeholder´s engagement, communications and training.• Solving or mitigating of project issues and risks both directly and where appropriate in a facilitation role• Escalating to higher level management when required and communicating issues and risks openly and clearly to all stakeholders.• Adherence with all appropriate Data Program project management controls and processes.• Regular and accurate reporting• Spanish is not required|Good opportunity to start a new challenge in a multicultural companyQualifications:Prince 2, PMP or PMI accredited preferredITIL, MSP desirable but not essentialSkills/Experience:Must have:• Excellent delivery focus and drive• Direct experience of Data projects delivery• Proven track record in delivering IT Application & Infrastructure projects and managing virtual and distributed IT teams (including suppliers and third-party resources)• Direct experience of project planning tools• Good communication skills to effectively manage relationships with external suppliers, internal customers and senior management• Direct experience of working in a global team and proven ability to address issues and challenges associated with global working, varied timezone and geographical distance• 5+ years of project management experience• Proficient in English language• Takes real ownership of deliveryMandatory Attitudes and Behaviours:• Proactive• Solution and delivery oriented• Analytical and strong attention to detail• Pragmatic - able to balance competing pressures and influences• Good communication style able to influence business decisions• Able to work with staff at senior and junior levels and from a range of cultural backgrounds• Able to engage, enthuse and motivate teams and individualsTo achieve project objectives through the management of the scoping, definition, planning, execution and closedown of projects within the BI & Data program, ensuring appropriate control of time, cost, quality, risk and on-going visibility and expectations.• Private Medical Insurance• Pension Plan• Life insurance• Christmas payment : around 170€ gross• Hybrid work 2 days of home office • Employee Assistance Program",Barcelona (Híbrido),Jefe de Proyecto,Jornada completa,Más de 5 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/data-project-manager-pagegroup-ssc-hibrido/prince-2-pmp/rf-8852111ff2a7e36d9548,tecnoempleo
Sr. Network Architect SDWAN,Michael Page,26/01/2024Nueva,"SDWAN, Cisco, CCSP, AWS","Perfil buscado (Hombre/Mujer)• Participate in the planning, implementation, and continuous operation of the SDWAN infrastructure for DC and subsidiaries of the Group worldwide.• Vendor Management: Manage vendor and third-party service providers to ensure seamless service delivery, optimize, and drive vendor relationships to meet defined agreements• Service Management: Set and align KPIs & SLAs assessing customer feedback, and building and improving procedures accordingly to ensure an excellent end-user experience.• Design, configuration and troubleshooting of the SD WAN Devices (Cisco Viptela)• Design, configuration and troubleshooting of WAN related connectivity issues • Project Management: Manages Network Projects using Project Methodologies • Conduct remote or on-site rollout activities in international operations, or coordinate vendors from remote, including coordination with providers• Maintenance of the system documentation, such as Visio network diagrams• Handling of tickets (3rd level) by NOC (incidents, service and change requests)• Sr. Network Architect SDWAN|International end client• Cisco Certification (CCSP or higher) is an advantage• Cloud Certifications (AWS or Azure) is an advantage• 5+ years of experience in network architecture of WAN environments • You have an extensive experience and are efficient in troubleshooting• Strong networking skills required in Switching & Routing• Strong service management skills • Proven track record of leading major network transformation projects • You are known for your independent and highly customer-oriented way of working, for your initiative and as a dedicated team player• You have passion for learning and take ownership for continuous learning• International end client.• Professional growth",Madrid - España,Redes,Jornada completa,Más de 5 años,Indefinido,60.000 €-76.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/sr-network-architect-sdwan-madrid/sdwan-cisco-ccsp-aws/rf-23eb18c3c26693ab0447,tecnoempleo
Consultor SAP SD,Michael Page,26/01/2024Nueva,"SAP, SAP SD","Perfil buscado (Hombre/Mujer)- Participar en la migración de R/3 a S/4.- Soporte de la posterior migración.- Participar a nivel técnico en el proyecto en caso de que sea necesario.• Empresa farmacéutica |Trayectoria profesional- Experiencia previa con SAP SD.- Experiencia en R/3 y S/4, muy valorable.- Experiencia técnica siendo capaz de desenvolverte en programación.Page Consulting Tech Solutions, es el área de PageGroup especializada en la realización de proyectos IT en clientes, ofreciendo una amplia variedad de soluciones tecnológicas a medida con la flexibilidad y agilidad requerida. • Contrato indefinido con PageConsulting Tech Solutions.• Banda salarial en función de la experiencia. • Teletrabajo 100%. • Formación continua para desarrollar tu talento• Beneficios sociales y plan de retribución flexible.• Compensación de gastos de teletrabajo.• Plan de carrera en un ecosistema de talento tecnológico.",100% En remoto,Consultor,Jornada completa,3-5 años,Indefinido,39.000 €-54.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/consultor-sap-sd-remoto/sap-sap-sd/rf-9df01e6f422523a76540,tecnoempleo
Consultor senior SAP RE,Michael Page,26/01/2024Nueva,"SAP, SAP RE","Perfil buscado (Hombre/Mujer)• Participación en migraciones e implantaciones en SAP RE.• Proyecto estable, 100% teletrabajo|Formarás parte de un ecosistema de Talento Tecnológico• Más de 5 años de experiencia como consultor senior SAP RE con conocimiento de SAP S/4HANA.• Experiencia en participación en migraciones e implantaciones.• Deseable SAP FI.Page Consulting Tech Solutions, es el área de PageGroup especializada en la realización de proyectos IT en clientes, ofreciendo una amplia variedad de soluciones tecnológicas a medida con la flexibilidad y agilidad requerida.• Contrato indefinido con Page Consulting Tech Solutions.• Salario en función de la experiencia aportada.• Posibilidad de teletrabajo 100%.• Formación continua para desarrollar tu talento.• Beneficios sociales y plan de retribución flexible.• Compensación de gastos de teletrabajo.• Plan de carrera en un ecosistema de talento tecnológico.",100% En remoto,Consultor,Jornada completa,Más de 5 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/consultor-senior-sap-re-remoto/sap-sap-re/rf-3f4b180ed20213595a46,tecnoempleo
Analista programador Powercenter,arelance,26/01/2024,"Powercenter, SQL, Python","En Arelance sabemos que las personas son el activo más importante dentro de una empresa y por tanto invertimos muchos esfuerzos en buscar los mejores profesionales para nuestros clientes, y en ofrecer a nuestros candidatos los mejores proyectos.Seleccionamos un Analista programador PowerCenter REQUISITOS: Experiencia en desarrollo ETL de ingesta y transformación con la herramienta de informatica PWC realización de consultas en SQL avanzado, además se valorará conocimiento en Python.¿QUÉ OFRECEMOS?-Incorporación a un proyecto en continuo desarrollo.-Modalidad: 100% teletrabajo dentro de EspañaSi estás interesado/a en una gran oportunidad como ésta, inscríbete! Queremos conocerte!",100% En remoto,Analista Programador,Jornada completa,3 años,Indefinido,30.000 €-36.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/analista-programador-powercenter-remoto/powercenter-sql-python/rf-043015d0a2efc3005a4b,tecnoempleo
Técnico Soporte Sistemas Linux,arelance,26/01/2024,"linux, suse, yaml, bash","En Arelance sabemos que las personas son el activo más importante dentro de una empresa y por tanto invertimos muchos esfuerzos en buscar los mejores profesionales para nuestros clientes, y en ofrecer a nuestros candidatos los mejores proyectos.Seleccionamos un Técnico de Soporte con al menos un año de experiencia en gestión de sistemas Linux (Suse) para incorporación en un importante proyecto para Sector Bancario. REQUISITOS:-Experiencia en gestión de sistemas Linux (preferiblemente Suse).-Experiencia con Gnome.-Valorable conocimientos en sistemas de gestión de la configuración SuseManager, Yaml y programación bash Script.-Valorable conocimientos en  Sistemas MacOS y Windows.¿QUÉ OFRECEMOS?-Incorporación a un proyecto en continuo desarrollo.-Modalidad: híbrida. Al inicio de proyecto sería presencial con motivo  de la transmisión de conocimientos y después híbrida (1 día a la semana de forma presencial en Tres Cantos y resto en remoto).-Integración en un proyecto colaborativo en expansión.Si estás interesado/a en una gran oportunidad como ésta, inscríbete! Queremos conocerte!",Madrid (Híbrido),Soporte Técnico,Jornada completa,1 año,Indefinido,18.000 €-18.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/tecnico-soporte-sistemas-linux-hibrido/linux-suse-yaml-bash-susemanager-gn/rf-4e4515911205e3f16843,tecnoempleo
Consultor SSIS ETL (teletrabajo),Start People,26/01/2024,"SSIS, ETL, SSRS, SQL Server","¿Eres Data engineer? ¿cuentas con más de dos años de experiencia en procesos ETL utilizando SSIS, SSAS, SSRS y SQL Server? ¡Estamos buscando a alguien como tú para unirse a nuestro equipo!En Start People, tenemos una oferta exclusiva para ti, de la mano de uno de nuestros clientes del sector salud.Posibilidad de teletrabajar 100% o hacer una jornada híbrida desde sus oficinas de Madrid o Barcelona.* Proyecto desafiante: Trabajarás en proyectos relacionados con el desarrollo de soluciones tecnológicas y servicios de teleasistencia y salud, participando en el diseño, desarrollo y mantenimiento de procesos ETL con herramientas de vanguardia como SSIS, SSAS, SSRS y SQL Server. Si además conoces Microstrategy y/o Power BI será la segunda fase del proyecto y sería interesante que constases con experiencia en el entorno de trabajo.* Ambiente de trabajo enriquecedor: Formarás parte de un equipo altamente capacitado y colaborativo, donde podrás aprender de profesionales con amplia experiencia en el sector.* Desarrollo profesional continuo: Te brindaremos oportunidades para expandir tus conocimientos y habilidades, y apoyaremos tu crecimiento en SSIS, Azure DevOps,entornos agiles y nuevas tecnologías.* Salario: Rango deseado 30-35k, pudiendo ser negociable si tu experiencia y competencias son mayores.No dejes pasar esta oportunidad de impulsar tu carrera como Consultor ETL y unirte a una empresa comprometida con tu crecimiento profesional y bienestar.¿Estás listo para dar el siguiente paso? ¡Envíanos tu CV actualizado y sé parte de nuestro equipo de talento tecnológico!¿Qué necesitamos de ti?• Experiencia de al menos 2 años con SQL SERVER, SSIS, SSAS y SSRS.• Experiencia en el manejo de herramientas de integración - SSIS - Visual studio y manejo de procesos ETL.• Experiecia trabajando con Git/TFS, Azure DevOps• Experiencia en el ciclo completo de proyectos y trabajando en equipos agilesRequisitos deseados* Muy valorable si se ha trabajado en Desarrollos y Optimización con SQL, Base de Datos y Programación .NET.* Valorable experiencia en Microstrategy y Power BI.",Madrid (Híbrido),Consultor,Jornada completa,2 años,Indefinido,27.000 €-36.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/consultor-ssis-etl-teletrabajo-hibrido/ssis-etl-ssrs-sql-server-ssas-micro/rf-53371773522cb384f242,tecnoempleo
PMO - Seguridad (Forescout),CMV Consultores,26/01/2024,"ciberseguridad, Fortinet, NAC, Forescout","CMV Consultores es una empresa de Servicios de IT, dedicada fundamentalmente a la selección de profesionales con perfiles técnicos. Asimismo ofrece a sus clientes servicios de asesoría y soporte en la implantación de soluciones tecnológicas y desarrollo de aplicaciones.¿Estás buscando una nueva oportunidad o un nuevo proyecto?Desde CMV Consultores te brindamos las mejores oportunidades, tanto si estás empezando tu carrera como si tienes experiencia y estás buscando nuevos retos.En colaboración con un importante partner del sector IT precisamos incorporar un jefe de proyectos de Redes y Sistemas con experiencia en Forescout¿Qué se requiere?- Tener conocimientos de Fortinet, NAC (Forescout)- Conocimientos de dispositivos de electromedicina (Medigate)¿Cuáles serán tus tareas?- Supervisar el progreso del proyecto y garantizar la entrega a tiempo- Identificar posibles riesgos y problemas. - Colaborar con equipos multifuncionales para garantizar el éxito del proyecto, incluidas las partes interesadas, los proveedores y los miembros del equipo.- Comunicar el estado del proyecto y las actualizaciones a las principales partes interesadas, incluida la alta dirección. Localización: 100% Remoto",100% En remoto,Jefe de Proyecto,Jornada completa,2 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/pmo-seguridad-forescout-remoto/ciberseguridad-fortinet-nac-forescout-medig/rf-0ee61996929633955f4f,tecnoempleo
Programador/a .Net + Inglés,arelance,26/01/2024,".net, asp.net, c#, javascript","En Arelance sabemos que las personas son el activo más importante dentro de una empresa y por tanto invertimos muchos esfuerzos en buscar los mejores profesionales para nuestros clientes, y en ofrecer a nuestros candidatos los mejores proyectos.En este momento, buscamos profesionales con experiencia en desarrollo .Net.¿Qué buscamos en ti?- Experiencia de al menos 1 año y medio en desarrollo .Net- Experiencia con ASP.Net, C#, Javascript y SQL- Valorable conocimientos en  Azure Devops y Fenergo- Nivel de inglés avanzado¿Qué ofrecemos?- Incorporación en un proyecto estable- Contrato indefinido- Acceso a formación- Modalidad: remotoSi tienes interés en una gran oportunidad como ésta, ¡inscríbete! ¡Queremos conocerte!",100% En remoto,Programador,Jornada completa,2 años,Indefinido,18.000 €-24.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/programador-net-ingles-remoto/net-aspnet-c-javascript-azure-fenergo-sql/rf-ad9e157de2830360b342,tecnoempleo
Operador de Sistemas,PSS,26/01/2024,"Linux, Unix","Te apetece formar parte de una compañía en pleno crecimiento? ¿Y trabajar rodeado del mejor TALENTO en proyectos realmente innovadores? En PSS es posible y nos gustaría conocerte.Actualmente estamos seleccionando un operador de sistemasPara ello, ¿Qué necesitamos?Experiencia en tareas propias de Operación de Sistemas tales como:- Monitorización de sistemas- Capacidad de trabajar siguiendo procedimientos- Ejecución de tareas periódicas- Muy valorarles conocimientos de utilización Linux, Unix- Conocimientos de herramientas de Gestión de Incidencias ""ticketing""Deseable: - Conocimientos de Networking básico- Conocimientos en operación Control MY llegados a este punto... ¿qué te ofrecemos?- Contrato Indefinido con PSS- Salario acorde a la experiencia aportada.- Proyecto estable- Plan de carrera y formación continua- PSS Flex: Seguro médico- Campaña de referenciados: Si tienes algún amigo del sector que crees que encaja en nuestras vacantes, tráelo a trabajar contigo, ¡tendrás un premio!",Madrid (Presencial),Operador,Jornada completa,2 años,Indefinido,15.000 €-18.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/operador-sistemas-presencial/linux-unix/rf-03a6101762e3f3b0c244,tecnoempleo
Técnico de redes,PSS,26/01/2024,"Redes, Wifi, LAN, CISCO","¿Te apetece formar parte de una compañía del sector IT? si estas buscando un proyecto estable y seguir evolucionando en tu carrera profesional acompañado del mejor talento, en PSS queremos conocerte.Actualmente estamos seleccionando varios perfiles de Técnico de redes para trabajar de manera presencial en Lleida o Barcelona y con catalán avanzado.¿Cuáles serán tus funciones?- Montaje y sustitución de equipos LAN y Wifi.- Ejecutar configuraciones básicas en equipamiento LAN y Wifi.- Manos remotas.- Configuración de puertos.Para ello, ¿Qué necesitamos?- Catalán Avanzado.- Valorable Certificación CISCO CCNA.Y llegados a este punto... ¿qué te ofrecemos?- Contrato Indefinido con PSS- Modelo de trabajo presencial en Lleida o Barcelona- Proyecto estable- Plan de carrera y formación continua, impulsando tu crecimiento profesional.- Retribución flexible: te brindamos diversos beneficios sociales, tales como seguro médico privado, ticket restaurante, ticket guardería y/o ticket transporte, para que disfrutes de un completo bienestar.- Campaña de referenciados: Si tienes algún amigo del sector que crees que encaja en nuestras vacantes, tráelo a trabajar contigo, ¡tendrás un premio!PSS comprometida con la Igualdad",Barcelona (Presencial),Operador,Jornada completa,2 años,Indefinido,18.000 €-18.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/tecnico-redes-presencial/redes-wifi-lan-cisco/rf-6d701d6bd221e3713845,tecnoempleo
Administrador/a sistemas Web / Internet,Serem,26/01/2024,"JBOSS, WILDFLY, TOMCAT, APACHE","En SEREM estamos comprometidos con diversos proyectos y queremos contar con los mejores profesionales del sector. Nos encontramos en búsqueda activa de Administradores/as de sistemas Web / Internet para importante cliente. Se ofrece teletrabajo 100%Se requiere:Experiencia mínima de al menos 5 años en las siguientes tecnologías de Web/Internet:   Administración software de aplicaciones: JBOSS, WILDFLY, TOMCAT, APACHE, WEBLOGIC  Administración de servidores Linux  Monitorización de aplicaciones (Nagios, Centreon, Grafana, KIBANA, etc)o   Experiencia mínima de al menos 2 años en las siguientes tecnologías de Web/Internet:   Análisis de rendimiento de aplicaciones basadas en JAVA  Gestión de certificados de seguridad  Desarrollo de scripts con BASH, PHYTON, Ansible, AWX, etcFomentamos un ambiente de trabajo multicultural e inclusivo, no discriminamos por edad, género o creencias; así como ofrecemos igualdad de oportunidades a todo el personal.Desarrollamos nuestras actividades bajo los principios del cuidado del medioambiente, la sostenibilidad y la responsabilidad social corporativa; colaborando en proyectos de reforestación y sostenibilidad.Apoyamos los 10 principios del Pacto Mundial y los 17 Objetivos de Desarrollo Sostenible, en materia de derechos humanos, condiciones laborales, medio ambiente y anticorrupción.Los procesos de reclutamiento se desarrollan bajo altos estándares de calidad definiendo la incorporación en base a la experiencia y habilidades del candidato.",100% En remoto,Administrador,Jornada completa,Más de 5 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/administrador-sistemas-web-internet-remoto/jboss-wildfly-tomcat-apache-web/rf-35d91f5d521703817e42,tecnoempleo
Analista de ciberseguridad Jr - Remoto,Second Window,26/01/2024,"ciberseguridad, CIS, STIG, NIST","Te ofrecemos crecer con nosotros en una de nuestras unidades tecnológicas como consultor o analista de seguridad, en una posición 100% en remoto, para un puesto estable y a largo plazo en una de las compañías punteras a nivel nacional e internacional.Si cuentas con a partir de 1-2 años de experiencia como consultor de ciberseguridad o rol similar, danos la oportunidad de conocerte.¿Qué necesitamos?Al menos 1-2 años, en algunas de las siguientes funciones:• Consultoría de ciberseguridad• Auditoría IT• Operaciones de ciberseguridad• Administración de SistemasFormación: (la formación es solo deseable, NO es obligatoria, pero sería un plus)• Preferiblemente, ingeniero informático/telecomunicaciones.• Muy deseable, Máster en ciberseguridad.Conocimientos y aptitudes:• Estándares de ciberseguridad y marcos de control (ej. CIS, STIG, NIST, ISO, etc.).• Estrategias de mitigación de riesgos específicos.• Habilidades de comunicación con equipos técnicos.• Capacidad de trabajo y aprendizaje• Responsabilidad y ganas de trabajar¿Qué ofrecemos?• Contratación indefinida• Ubicación: 100% remoto• Rango salarial: 30-40K b/a (en función de la experiencia y expectativas del candidato).• Beneficios sociales: Seguro médico privado y seguro de vida• Retribución flexible: tickets restaurante, tickets guardería, tarjeta transporte• 23 días de vacaciones y el día de tu cumpleaños• Plan de formación personalizado.Si sientes que podrías encajar y te apetece la experiencia, ¡ponte en contacto con nosotros! Y te daremos toda la información que necesites.¡Abre una nueva ventana a tu futuro con Second Window! ¡Inscríbete!",100% En remoto,Analista,Jornada completa,1 año,Indefinido,30.000 €-39.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/analista-ciberseguridad-jr-remoto-remoto/ciberseguridad-cis-stig-nist-iso/rf-2bcf1bd2222b53e0114e,tecnoempleo
Programador/a Senior Power Automate,Krell Consulting & Training,26/01/2024,"Power Automate, Power apps, Power BI, Azure Synapse DAX","En Krell-Consulting buscamos un/a Programador/A Senior con las siguientes caractarísticas:-Perfil : Programador/A Senior-Proyecto L/D: S/Global Data Factory Service. posibilidad de contratación directa con cliente final-Ubicación: Madrid (Hibrido con 1 dia presencial) o Bizkaia (Hibrido con 2 dias presencial)-Horario (guardias, turnos...) : 7:00 - 15:00h-Experiencia: 3 años-Conocimiento clave requerido: Power Automate-Conocimientos imprescindibles :Power Automate Power apps Power BI Azure Synapse DAX (Lenguaje)-Responsabilidad y funciones :Llevar a cabo las tareas de desarrollo que se le asignen dentro de su squad de trabajo¡¡TE ESPERAMOS!!",Madrid (Híbrido),Programador,Jornada completa,3 años,Indefinido,27.000 €-30.000 € Bruto/año,26/01/24,https://www.tecnoempleo.com/programador-senior-power-automate-hibrido/power-automate-power-apps-power-/rf-8726106c52f083f6554c,tecnoempleo
Técnico de Campo de Reparaciones,Bam Sistems,26/01/2024,"Electronica, Mecanica, Windows, Excel","Empresa de ámbito nacional precisa cubrir, para su servicio de asistencia técnica, varios puestos de técnico de campo de máquinas de nuestros clientes en varias CCAA.  Los puestos a cubrir son en Madrid, País Vasco (Bilbao) y Levante (Alicante) Se requiere:• Experiencia en mantenimiento preventivo y correctivo de máquinas electromecánicas.• Capacidad de adaptación a cambios en la planificación del trabajo diario.• Formación en FP-II o equivalente en electrónica, electromecánica o mecatrónica.• Carnet de conducir en vigor.• Disponibilidad para viajar.• Residencia en la población indicada en la oferta o alrededores. Se valora conocimiento de informática e inglés, capacidad resolutiva, proactividad.Se ofrece:• Contrato indefinido en jornada completa.• Trabajo estable en empresa consolidada con más de 30 años  de actividad.• Formación en Madrid.• Vehículo de empresa.• Salario entre 18.000€ y 21.000€ brutos/año mejorables en función de la valía aportada• Horario de lunes a viernes.",Madrid (Presencial),Electrónica,Jornada completa,2 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/tecnico-campo-reparaciones-presencial/electronica-mecanica-windows-excel-o/rf-d17111c7426933898442,tecnoempleo
Desarrolladores Java / JSF / Angular,Pentec,26/01/2024,"Java, Spring, Hibernate, JPA","Pentec es una empresa de desarrollo de sistemas de TI basados en tecnologías Java/Oracle, soluciones de e-learning e implantación de ERPs en diferentes sectores y buscamos desarrolladores para nuevos proyectos de largo plazo.Requisitos mínimos- Formacióno Formación profesional grado superior (mínimo)o Ingenieros en informática o telecomunicaciones- Experiencia mínimao Al menos 2 años- Pila tecnológica requeridao Java EEo Spring, Hibernate/JPAo Base de datos Oracle (PL/SQL)- Sería genial si además tuvieras soltura en alguna de estas tecnologíaso ExtJSo JSF (Richfaces)o Angularo Servicios Rest y SOAP¿Quiénes somos?Pentec es una empresa de desarrollo de software con más de 20 años de experiencia en el sector y formada actualmente por más de 100 profesionales en Tecnologías de la Información.¿Qué hacemos?Hacemos de todo, pero principalmente estamos centrados en desarrollar sistemas de TI basados en tecnologías Java/Oracle, soluciones de e-learning e implantación de ERPs en diferentes sectores (administración pública, universidades y entorno sanitario, principalmente).¿Dónde estamos?Tenemos nuestras oficinas en Valencia, pero a estas alturas todos sabemos aquello de que ""el teletrabajo ha llegado para quedarse"" por lo que no sería un problema si resides en cualquier parte de España.En nuestras oficinas encontrarás un ambiente joven y flexible, con posibilidad de teletrabajo y flexibilidad horaria para que puedas conciliar con tu vida familiar (o a lo que sea que dediques tu tiempo libre). No somos una gran multinacional, por lo que seguimos ofreciendo un trato cercano y personal. Ten por seguro que si tienes talento y ganas no pasarás desapercibido/a.¿Qué buscamos?Buscamos gente proactiva, dinámica, resolutiva, con ilusión, ganas de aprender y, por supuesto, que le guste y disfrute con el trabajo de desarrollar software. Necesitamos tanto profesionales con experiencia como titulados ""recién salidos del horno"", con ganas de aprender y progresar.¿Cómo es el trabajo?Si te unes a nosotros trabajarás en un entorno tecnológico en constante evolución que combina las tecnologías más recientes con sistemas legacy. Nuestros proyectos son muy variados tecnológicamente, por lo que tendrás oportunidad de conocer nuevas tecnologías y no quedar estancado en tecnologías obsoletas.¿Qué ofrecemos?- Una retribución competitiva, en función de tus conocimientos y experiencia.- Grandes posibilidades de crecimiento profesional y promoción interna en una compañía que está en crecimiento.- Contrato indefinido- Teletrabajo- Horario flexible- Jornada intensiva durante los meses de verano- Incorporación tutorizada por un compañero con experiencia en la empresa y en el proyecto.- Trato personal y cercano.",Valencia (Híbrido),Analista Programador,Jornada completa,2 años,Indefinido,,26/01/24,https://www.tecnoempleo.com/desarrolladores-java-jsf-angular-hibrido/java-spring-hibernate-jpa-plsql/rf-51ca1e9e3228337c5849,tecnoempleo
